ensembl_peptide_id hgnc_symbol
ENSP00000440273 SH2B2
ENSP00000441462 CSMD1
ENSP00000446280 PCSK5
ENSP00000448165 APAF1
ENSP00000449770 ENSP00000449770
ENSP00000456548 ELFN1
ENSP00000469337 LRRC63
ENSP00000470652 SLC35E1
ENSP00000472249 GMFG
ENSP00000053867 GRN
ENSP00000085068 ISOC2
ENSP00000159060 NOX3
ENSP00000173527 ISOC1
ENSP00000193391 IMPG2
ENSP00000216024 DMC1
ENSP00000217456 APMAP
ENSP00000217652 MYL12A
ENSP00000218032 TLR8
ENSP00000218104 ABCD1
ENSP00000219169 NUTF2
ENSP00000220003 CSK
ENSP00000220763 CPQ
ENSP00000221232 CNOT3
ENSP00000221859 POLR2I
ENSP00000222388 ABCF2
ENSP00000222718 HOXA2
ENSP00000222753 HOXA13
ENSP00000223500 CHMP5
ENSP00000225655 PFN1
ENSP00000225728 MED31
ENSP00000225916 KAT2A
ENSP00000225941 ABI3
ENSP00000227471 UNC93B1
ENSP00000229277 ENO2
ENSP00000229335 AICDA
ENSP00000230882 GHR
ENSP00000231357 IRX4
ENSP00000231509 NR3C1
ENSP00000232014 BCL6
ENSP00000233336 TTL
ENSP00000234590 ENO1
ENSP00000234827 TCEANC2
ENSP00000236979 TNP1
ENSP00000237500 MYL12B
ENSP00000237612 ABCG2
ENSP00000238081 YWHAQ
ENSP00000239891 ALG5
ENSP00000239940 PFN2
ENSP00000241125 GJA3
ENSP00000242576 UNG
ENSP00000243896 SLC35C2
ENSP00000245046 EMC3
ENSP00000245206 GOT2
ENSP00000245680 SLC35F5
ENSP00000246070 LAMP5
ENSP00000246081 OTOR
ENSP00000246554 COX6B1
ENSP00000248933 SEZ6L
ENSP00000248975 YWHAH
ENSP00000249373 SMO
ENSP00000250416 PARP2
ENSP00000250863 DAZL
ENSP00000252660 MAS1
ENSP00000253778 GFPT2
ENSP00000254488 SLC6A11
ENSP00000254624 EFR3A
ENSP00000254958 JAG1
ENSP00000255674 RTTN
ENSP00000256722 CMPK2
ENSP00000257527 ADAM19
ENSP00000261173 ATP2B1
ENSP00000261296 TGDS
ENSP00000261652 TNFRSF13B
ENSP00000261726 CUX2
ENSP00000261875 HACD3
ENSP00000261893 LACTB
ENSP00000262065 MMD
ENSP00000262178 VIPR2
ENSP00000262301 LMF1
ENSP00000262407 ITGA2B
ENSP00000262608 CECR2
ENSP00000262644 IMPAD1
ENSP00000263073 SMG6
ENSP00000263317 NOX4
ENSP00000263372 KCNK6
ENSP00000263519 ATP2B3
ENSP00000263754 KAT2B
ENSP00000264335 YWHAE
ENSP00000265023 KNG1
ENSP00000265026 MAP3K13
ENSP00000265132 AMBP
ENSP00000265333 VDAC1
ENSP00000265354 SRF
ENSP00000265724 ABCB1
ENSP00000266070 DIDO1
ENSP00000266557 CD27
ENSP00000266604 LLPH
ENSP00000267199 VPS33A
ENSP00000268835 PRPSAP2
ENSP00000270349 SLC6A3
ENSP00000271532 FCRL4
ENSP00000271555 MEF2D
ENSP00000272369 MEIS1
ENSP00000272847 PTH2R
ENSP00000272902 SUMF1
ENSP00000274056 MARCH1
ENSP00000274547 GABRB2
ENSP00000277540 DPH7
ENSP00000279022 MYL9
ENSP00000282020 GRID2
ENSP00000282541 GPD1L
ENSP00000282841 GGPS1
ENSP00000283206 TMEM87B
ENSP00000283752 SERPINB3
ENSP00000283916 TMPRSS11D
ENSP00000284727 ATP5G3
ENSP00000284981 APP
ENSP00000288988 GALNT14
ENSP00000290552 IRX6
ENSP00000290866 ACE
ENSP00000290894 SHF
ENSP00000291547 PKNOX1
ENSP00000293373 NCKAP1L
ENSP00000293860 POLR3K
ENSP00000295461 NIPAL1
ENSP00000295640 RNPEP
ENSP00000295897 ALB
ENSP00000296456 APEH
ENSP00000296529 TMEM144
ENSP00000296582 TMEM184C
ENSP00000297477 TMEM184A
ENSP00000298282 PKNOX2
ENSP00000298510 PRDX3
ENSP00000298681 SLC39A2
ENSP00000299314 GNPTAB
ENSP00000299335 COX11
ENSP00000300030 FAM96A
ENSP00000300161 YWHAB
ENSP00000300651 MED1
ENSP00000300738 RRM1
ENSP00000301149 GPD1
ENSP00000301281 UBXN6
ENSP00000301522 PRDX2
ENSP00000301585 MRPL58
ENSP00000302176 ASPSCR1
ENSP00000302441 NANP
ENSP00000302501 ZEB2
ENSP00000302665 IGF1
ENSP00000302898 AURKC
ENSP00000303077 GOT1L1
ENSP00000304802 DTYMK
ENSP00000305244 IRX1
ENSP00000305255 STX8
ENSP00000305494 SPATA5L1
ENSP00000306100 PAM
ENSP00000306330 YWHAG
ENSP00000306817 RBKS
ENSP00000307006 IRX2
ENSP00000307181 FAM103A1
ENSP00000307183 ING2
ENSP00000307900 GLUL
ENSP00000308450 CDC20
ENSP00000309132 BCL2L14
ENSP00000309503 YWHAZ
ENSP00000309792 TMEM234
ENSP00000310219 HSPA6
ENSP00000310688 ABCD2
ENSP00000311113 JUP
ENSP00000311224 ACOT1
ENSP00000312634 PDLIM2
ENSP00000313318 SLC35C1
ENSP00000313490 PFAS
ENSP00000313603 ABCF1
ENSP00000313759 CTC1
ENSP00000315410 OSBPL3
ENSP00000315644 TYMS
ENSP00000316649 OSBPL2
ENSP00000316854 ATOX1
ENSP00000317087 MARCH8
ENSP00000317334 TCP1
ENSP00000317636 RECQL5
ENSP00000317997 DUOX1
ENSP00000318115 TIMM50
ENSP00000318502 TGIF2LY
ENSP00000319918 ITFG1
ENSP00000319979 B3GNTL1
ENSP00000320050 ZNF580
ENSP00000320291 OSBPL1A
ENSP00000320566 ING3
ENSP00000320672 COX6B2
ENSP00000320885 SPAST
ENSP00000321029 EXD1
ENSP00000321617 ANKZF1
ENSP00000321674 SEPT4
ENSP00000321804 PAQR4
ENSP00000321853 SERPINF2
ENSP00000322142 ING5
ENSP00000322170 PFN4
ENSP00000322229 FADS1
ENSP00000322898 EBF1
ENSP00000323071 ACOT4
ENSP00000324105 ENO3
ENSP00000324172 ATP2B2
ENSP00000324570 LARGE2
ENSP00000324884 HOXA3
ENSP00000326305 SLC25A20
ENSP00000326366 PSEN1
ENSP00000326671 SLC47A2
ENSP00000327191 CCT6B
ENSP00000327821 XPOT
ENSP00000327832 ATAT1
ENSP00000327959 TGIF1
ENSP00000328169 JAG2
ENSP00000328973 TSPO
ENSP00000329757 ATP6V0C
ENSP00000330375 EPGN
ENSP00000330393 LEPR
ENSP00000330825 IFITM1
ENSP00000331111 ZNRD1
ENSP00000331305 TOB2
ENSP00000331608 IRX3
ENSP00000332171 DMTF1
ENSP00000332576 OSBP2
ENSP00000332887 UQCR10
ENSP00000332931 SLC8A1
ENSP00000333193 GJC1
ENSP00000333836 FIGN
ENSP00000333920 TTF1
ENSP00000334448 GNG2
ENSP00000334472 FOXE3
ENSP00000334805 H1FNT
ENSP00000335055 WASF3
ENSP00000335320 BCL9L
ENSP00000336693 ABHD12B
ENSP00000336701 RAD51C
ENSP00000336729 GALNT16
ENSP00000336752 FIP1L1
ENSP00000337065 CXCL14
ENSP00000337452 NIPA1
ENSP00000337618 NIPA2
ENSP00000338330 PAQR6
ENSP00000338345 SNCA
ENSP00000338387 HLCS
ENSP00000338673 CDK10
ENSP00000339016 ATAD1
ENSP00000339155 CRISP2
ENSP00000339157 CPM
ENSP00000340019 HSPD1
ENSP00000340271 TAF3
ENSP00000340507 TRIM24
ENSP00000340736 GYG1
ENSP00000340874 MEF2C
ENSP00000340989 SFN
ENSP00000341564 PAQR9
ENSP00000341785 ADIPOR1
ENSP00000342026 PRDX6
ENSP00000342267 SLC25A15
ENSP00000342905 ADNP
ENSP00000343314 FXYD1
ENSP00000343392 XRCC3
ENSP00000343515 TCEA2
ENSP00000343674 ASTL
ENSP00000343877 PAQR5
ENSP00000344220 PDPK1
ENSP00000344456 CTNNB1
ENSP00000345206 RBPJ
ENSP00000345555 ENO4
ENSP00000345702 NFYA
ENSP00000345968 PGLYRP2
ENSP00000346103 GPX4
ENSP00000346142 DPAGT1
ENSP00000346155 UCKL1
ENSP00000346298 SLC6A20
ENSP00000346389 MEF2A
ENSP00000346414 LRRIQ3
ENSP00000346659 OCA2
ENSP00000346693 ELOVL2
ENSP00000346874 FAR1
ENSP00000347232 BLM
ENSP00000347433 APCDD1
ENSP00000347748 TPRA1
ENSP00000347942 RET
ENSP00000347979 FAS
ENSP00000348205 ATP5G1
ENSP00000348234 TAT
ENSP00000348668 GALNT6
ENSP00000349078 FDPS
ENSP00000349356 FIGNL1
ENSP00000349396 ABCD4
ENSP00000349595 ATP2A1
ENSP00000349616 ADIPOR2
ENSP00000349658 XPNPEP3
ENSP00000350310 ATP2B4
ENSP00000351380 TMA16
ENSP00000351520 ENTPD4
ENSP00000352208 MYOF
ENSP00000352672 PGLYRP4
ENSP00000352833 PTPN22
ENSP00000353072 ATP2A3
ENSP00000353157 SEPT2
ENSP00000353362 CACNA1A
ENSP00000353401 CUX1
ENSP00000353557 SLC35F1
ENSP00000353670 SPOCD1
ENSP00000353735 TOPORS
ENSP00000353953 PAQR8
ENSP00000354251 NCKAP1
ENSP00000354347 GFPT1
ENSP00000354441 TMEM184B
ENSP00000354558 MTOR
ENSP00000354581 GPX6
ENSP00000354608 PPT2
ENSP00000354677 GPX7
ENSP00000354813 MT-ND5
ENSP00000355046 MT-ND2
ENSP00000355094 QKI
ENSP00000355119 TGIF2LX
ENSP00000355308 HACD1
ENSP00000355572 COA6
ENSP00000355577 SLC35F3
ENSP00000355632 GALNT2
ENSP00000355718 DLL1
ENSP00000355775 MIXL1
ENSP00000355968 SLC30A1
ENSP00000356024 CR2
ENSP00000356234 KDM5B
ENSP00000356411 TROVE2
ENSP00000356433 UST
ENSP00000356853 UCK2
ENSP00000356906 SH2D1B
ENSP00000357134 OR10R2
ENSP00000357336 RUSC1
ENSP00000357389 SLC50A1
ENSP00000357442 PYGO2
ENSP00000357637 EBF3
ENSP00000357880 AMD1
ENSP00000358490 CD2
ENSP00000358565 SLC35A1
ENSP00000358737 ATP5F1
ENSP00000358813 TTK
ENSP00000358831 ELOVL4
ENSP00000358966 IMPG1
ENSP00000359211 DPYD
ENSP00000359233 ABCD3
ENSP00000359398 BLOC1S2
ENSP00000359539 GOT1
ENSP00000359579 ENSP00000359579
ENSP00000359581 HS2ST1
ENSP00000359691 LGSN
ENSP00000360147 XPNPEP2
ENSP00000360268 ALDH18A1
ENSP00000360532 CDC5L
ENSP00000360621 ORC1
ENSP00000360644 DPM1
ENSP00000361289 UCK1
ENSP00000361486 PCIF1
ENSP00000361512 PRPS1
ENSP00000361536 ELOVL1
ENSP00000361635 VDAC2
ENSP00000362057 NOX1
ENSP00000362361 CDK9
ENSP00000362441 ATRX
ENSP00000362481 UPRT
ENSP00000362734 CRB2
ENSP00000362979 TGIF2
ENSP00000363414 PAQR7
ENSP00000363689 ID3
ENSP00000364265 FOXE1
ENSP00000364295 PQLC2
ENSP00000364685 MFAP2
ENSP00000364801 HSPA1B
ENSP00000364802 HSPA1A
ENSP00000364805 HSPA1L
ENSP00000364929 ING1
ENSP00000364946 MKX
ENSP00000365063 ABHD13
ENSP00000365534 THNSL1
ENSP00000365725 ABHD12
ENSP00000366240 ABHD17B
ENSP00000366936 SHB
ENSP00000367407 NMT2
ENSP00000367851 CYBB
ENSP00000368646 PRDX4
ENSP00000368981 SLC35B3
ENSP00000369075 CENPB
ENSP00000369897 CARS
ENSP00000369996 ATXN3L
ENSP00000370022 EBF4
ENSP00000370034 TLR7
ENSP00000370531 ACOT6
ENSP00000370555 GYG2
ENSP00000370669 SLC8A3
ENSP00000370968 MYBBP1A
ENSP00000372059 IFITM5
ENSP00000372088 RAD51
ENSP00000372295 GJB2
ENSP00000373153 HACD2
ENSP00000373477 GPX3
ENSP00000373518 NOX5
ENSP00000373691 DUOX2
ENSP00000374265 GPX2
ENSP00000374484 TMEM87A
ENSP00000376293 OSBPL6
ENSP00000376794 SLC35G2
ENSP00000376946 BBS10
ENSP00000376965 ATXN3
ENSP00000377401 SLC35B2
ENSP00000377527 PC
ENSP00000377958 CCT4
ENSP00000378132 IRX5
ENSP00000378260 ALG13
ENSP00000378485 MATK
ENSP00000378710 FAM135B
ENSP00000380024 ING4
ENSP00000380880 PQLC1
ENSP00000381293 NSF
ENSP00000381504 PRPS2
ENSP00000381782 SLC25A45
ENSP00000381992 SEPT7
ENSP00000382707 IFITM3
ENSP00000382714 IFITM2
ENSP00000384442 CDK11A
ENSP00000384690 MMD2
ENSP00000384881 ABCB5
ENSP00000385347 TAPT1
ENSP00000385610 MEX3C
ENSP00000386520 RAD54L2
ENSP00000386881 DYSF
ENSP00000386951 ENSP00000386951
ENSP00000387347 IQCA1
ENSP00000387471 FAM96B
ENSP00000387662 GCG
ENSP00000388872 CLUH
ENSP00000389813 ACAD10
ENSP00000391311 SEPT5
ENSP00000392398 GPX5
ENSP00000393876 ZNF655
ENSP00000394842 GCA
ENSP00000396523 SLC35G6
ENSP00000396722 NTM
ENSP00000398880 CDK12
ENSP00000400223 FJX1
ENSP00000400932 SLC35G1
ENSP00000401721 PAN2
ENSP00000402634 ELOVL7
ENSP00000405573 GPI
ENSP00000407375 GPX1
ENSP00000408411 LAMP2
ENSP00000409279 OTUD4
ENSP00000410758 LSM5
ENSP00000410768 FAM135A
ENSP00000411471 ABCF3
ENSP00000413049 SLC25A48
ENSP00000413228 PQLC2L
ENSP00000414624 PRPSAP1
ENSP00000418379 TAF1L
ENSP00000419471 RAD51B
ENSP00000419503 HACD4
ENSP00000420037 PIGP
ENSP00000421566 XPNPEP1
ENSP00000421981 PAQR3
ENSP00000422753 DDX41
ENSP00000422846 RNASET2
ENSP00000423822 GPX8
ENSP00000424595 PRPS1L1
ENSP00000426906 ENSP00000426906
ENSP00000428426 TCEA1
ENSP00000428845 VDAC3
ENSP00000429986 ENY2
ENSP00000430241 EBF2
ENSP00000430269 EPHX2
ENSP00000436005 TRAPPC4
ENSP00000437940 CD19
ENSP00000440045 ATP2A2
ENSP00000445829 SLC39A11
ENSP00000446058 SHD
ENSP00000452398 DUXA
ENSP00000452854 MEIS3
ENSP00000453793 MEIS2
ENSP00000454021 TGIF2-C20orf24
ENSP00000454454 ENSP00000454454
ENSP00000463999 AURKB
ENSP00000464036 CDK11B
ENSP00000465213 POP4
ENSP00000466399 RAD51D
ENSP00000466834 ENSP00000466834
ENSP00000468367 ENSP00000468367
ENSP00000468690 ENSP00000468690
ENSP00000012049 QPCTL
ENSP00000057513 TNIP3
ENSP00000061240 TLL1
ENSP00000080059 HDAC7
ENSP00000156626 ST6GALNAC1
ENSP00000158166 CAMKK1
ENSP00000160827 KIF22
ENSP00000161863 YTHDC2
ENSP00000203630 MLF2
ENSP00000204961 EFNB1
ENSP00000209728 CDC6
ENSP00000216029 CBY1
ENSP00000216036 RSPH14
ENSP00000216160 TAB1
ENSP00000216271 HDAC10
ENSP00000216274 RIPK3
ENSP00000217169 BIRC7
ENSP00000218758 ACP5
ENSP00000220592 AGO2
ENSP00000220751 RIPK2
ENSP00000222462 WNT16
ENSP00000222673 OGDH
ENSP00000222969 BUD31
ENSP00000222982 CYP3A5
ENSP00000223122 C1GALT1
ENSP00000224950 STN1
ENSP00000225275 MPO
ENSP00000225371 EPX
ENSP00000225504 SUPT4H1
ENSP00000225512 WNT3
ENSP00000225573 PNPO
ENSP00000225983 HDAC5
ENSP00000227507 CCND1
ENSP00000227524 PRPF19
ENSP00000227758 BIRC2
ENSP00000227880 SLC15A3
ENSP00000228318 SLC25A3
ENSP00000229266 CHPT1
ENSP00000230671 SLC6A7
ENSP00000231751 LTF
ENSP00000233202 SLC11A1
ENSP00000233893 HSPE1
ENSP00000233969 SLC9A2
ENSP00000234310 PPP3R1
ENSP00000234677 SARS
ENSP00000239165 HOXB7
ENSP00000239849 TNFSF11
ENSP00000242719 RNF11
ENSP00000242839 ATP7B
ENSP00000243440 BATF3
ENSP00000243563 SNRPA
ENSP00000243786 INHA
ENSP00000244573 HIST1H1A
ENSP00000244741 CDKN1A
ENSP00000245816 CLPP
ENSP00000245919 FOSB
ENSP00000246080 TCF15
ENSP00000246841 FLRT1
ENSP00000246912 MLX
ENSP00000247977 FBXL12
ENSP00000248071 KLF2
ENSP00000251636 DHX29
ENSP00000251849 RAF1
ENSP00000252891 NUMBL
ENSP00000252996 TAF4
ENSP00000253039 EIF2S3
ENSP00000253055 MAP3K10
ENSP00000253754 PDLIM4
ENSP00000253792 ACLY
ENSP00000254436 TRIM21
ENSP00000254442 WDR7
ENSP00000254654 ILKAP
ENSP00000255977 MKRN1
ENSP00000256078 KRAS
ENSP00000256857 GRP
ENSP00000256999 FOLH1
ENSP00000257118 PHC2
ENSP00000257745 KMT2E
ENSP00000257904 CDK4
ENSP00000259455 GABBR2
ENSP00000259808 RIPK1
ENSP00000260008 FHDC1
ENSP00000260210 BUD13
ENSP00000260363 KIF23
ENSP00000260952 ASNSD1
ENSP00000260967 CDK15
ENSP00000261182 NAP1L1
ENSP00000261211 CDK17
ENSP00000261245 MNAT1
ENSP00000261435 N4BP2
ENSP00000261464 TRAF5
ENSP00000261590 DSG2
ENSP00000261693 SCARB1
ENSP00000261722 AP3B2
ENSP00000262027 MARS
ENSP00000262189 KMT2C
ENSP00000262395 TRAF4
ENSP00000262519 SETD1A
ENSP00000263035 DHTKD1
ENSP00000263212 PPM1F
ENSP00000263341 IL1B
ENSP00000263464 BIRC3
ENSP00000263640 ACVR1
ENSP00000263666 PDZRN3
ENSP00000263795 WDR76
ENSP00000263980 SLC9A1
ENSP00000264042 FARP2
ENSP00000264110 ATF2
ENSP00000264233 POLQ
ENSP00000264606 HDAC4
ENSP00000264634 WNT5A
ENSP00000264716 FOSL2
ENSP00000264883 NUP54
ENSP00000264896 SCARB2
ENSP00000264938 SLC9A3
ENSP00000265395 HIBADH
ENSP00000265441 WNT2
ENSP00000265462 PRDX5
ENSP00000265734 CDK6
ENSP00000265741 CDK14
ENSP00000265981 RNF141
ENSP00000266771 SLC15A4
ENSP00000266970 CDK2
ENSP00000267082 ITGB7
ENSP00000267197 SETD1B
ENSP00000267205 RHOF
ENSP00000267569 JDP2
ENSP00000267978 MAN2C1
ENSP00000269143 AFG3L2
ENSP00000270861 PLK4
ENSP00000271640 SETDB1
ENSP00000272224 GDF7
ENSP00000272348 SNRPG
ENSP00000274031 SETD7
ENSP00000274306 GZMA
ENSP00000276052 CDK16
ENSP00000276590 LACTB2
ENSP00000276925 CDKN2B
ENSP00000280614 NOCT
ENSP00000281708 FBXW7
ENSP00000282030 SETBP1
ENSP00000282276 MARS2
ENSP00000282412 PPM1B
ENSP00000282728 HHEX
ENSP00000283249 ITGB6
ENSP00000283254 SCN3A
ENSP00000283943 TRIP12
ENSP00000284523 WNT3A
ENSP00000284637 SH3RF1
ENSP00000284957 RABGEF1
ENSP00000285018 WNT7A
ENSP00000286639 BATF
ENSP00000286733 NAAA
ENSP00000287239 KAT6B
ENSP00000287380 TBC1D31
ENSP00000290167 WNT4
ENSP00000290650 UBR1
ENSP00000292147 ETHE1
ENSP00000293405 IZUMO2
ENSP00000293549 WNT1
ENSP00000294189 RPL29
ENSP00000294517 AZIN2
ENSP00000295269 SLC9A4
ENSP00000295453 ALPPL2
ENSP00000295463 ALPI
ENSP00000295488 HELQ
ENSP00000295908 PPM1K
ENSP00000296181 ITGB5
ENSP00000296350 MELTF
ENSP00000296422 SLC9B1
ENSP00000298542 FRMD7
ENSP00000298910 LRRK2
ENSP00000298942 PTER
ENSP00000299421 ILK
ENSP00000299767 HSP90B1
ENSP00000299798 SLC9A5
ENSP00000301067 KMT2D
ENSP00000301466 SOAT2
ENSP00000301633 BIRC5
ENSP00000301732 ABCA3
ENSP00000301887 BATF2
ENSP00000301905 PBK
ENSP00000302239 USP8
ENSP00000302770 ZNF296
ENSP00000303242 ITGB2
ENSP00000303351 ITGB1
ENSP00000303373 HIST1H2AE
ENSP00000303437 TSNARE1
ENSP00000303507 BCR
ENSP00000303511 PEX6
ENSP00000303887 DCLK2
ENSP00000303909 ABR
ENSP00000304353 POP7
ENSP00000304360 SMYD4
ENSP00000305459 COG8
ENSP00000305503 NUP62
ENSP00000305714 BMP1
ENSP00000306245 FOS
ENSP00000306410 ARMC4
ENSP00000306627 SLC9C1
ENSP00000307214 LCMT2
ENSP00000307423 MGAT2
ENSP00000307599 SCN11A
ENSP00000307722 NSG2
ENSP00000308165 CD36
ENSP00000308351 MLKL
ENSP00000308405 H2AFV
ENSP00000308887 WNT5B
ENSP00000309548 PDP2
ENSP00000309597 MAP3K11
ENSP00000310170 FOSL1
ENSP00000310668 NUP93
ENSP00000310686 FBXW8
ENSP00000310722 MOS
ENSP00000310978 PHYKPL
ENSP00000311528 GPR162
ENSP00000311766 ATAD3B
ENSP00000311899 DAW1
ENSP00000312411 PPM1E
ENSP00000312624 TCAP
ENSP00000312649 PPARGC1B
ENSP00000312741 CAMKK2
ENSP00000313881 MKRN3
ENSP00000313983 NSD3
ENSP00000314776 MBLAC2
ENSP00000315700 CHAF1B
ENSP00000316329 SCD5
ENSP00000318480 YME1L1
ENSP00000318944 TRAF7
ENSP00000319370 KCNMB3
ENSP00000320147 EZH2
ENSP00000320246 SLC9A9
ENSP00000321239 RCHY1
ENSP00000322716 GLYR1
ENSP00000322926 FARP1
ENSP00000324404 TCHP
ENSP00000324897 UBE2I
ENSP00000325677 RNF40
ENSP00000325875 HSP90AB1
ENSP00000326261 SRRM1
ENSP00000326477 SETDB2
ENSP00000327255 PPM1A
ENSP00000327557 ACP7
ENSP00000328968 SCN5A
ENSP00000329008 S100A7A
ENSP00000329933 PHF12
ENSP00000330320 SLC9A7
ENSP00000331172 CD8B
ENSP00000331358 GAST
ENSP00000332194 HIST2H2AC
ENSP00000332371 COL7A1
ENSP00000332454 RIPK4
ENSP00000332737 UNC5A
ENSP00000332879 FLRT2
ENSP00000332995 KMT5A
ENSP00000333024 PHF7
ENSP00000334061 HDAC6
ENSP00000334329 UNC5B
ENSP00000335153 HSP90AA1
ENSP00000335321 SF3B1
ENSP00000336606 RAD54B
ENSP00000337450 CYP3A7
ENSP00000337675 EBAG9
ENSP00000337850 KPTN
ENSP00000337915 CYP3A4
ENSP00000338235 MTDH
ENSP00000339328 PLAUR
ENSP00000339845 DROSHA
ENSP00000339912 FLRT3
ENSP00000340237 SH3BP4
ENSP00000340402 SLC15A5
ENSP00000340505 SENP8
ENSP00000340879 RAD1
ENSP00000341032 WNT7B
ENSP00000341141 SIGLEC1
ENSP00000341243 RBPJL
ENSP00000342056 CS
ENSP00000343552 ICMT
ENSP00000343745 DICER1
ENSP00000343885 PPA2
ENSP00000344259 UBE2L3
ENSP00000344352 ATF3
ENSP00000344566 C21orf2
ENSP00000344829 QPCT
ENSP00000344866 FBXL5
ENSP00000345179 APOD
ENSP00000345728 ATP7A
ENSP00000346255 PPTC7
ENSP00000346534 SCN8A
ENSP00000346997 SUV39H2
ENSP00000347244 ITSN2
ENSP00000347858 XIAP
ENSP00000348812 PTPRD
ENSP00000349041 NRARP
ENSP00000349547 RASSF1
ENSP00000350359 CREB5
ENSP00000350630 TLL2
ENSP00000350894 SERPINH1
ENSP00000351015 NF1
ENSP00000351490 MAX
ENSP00000351632 FAM3D
ENSP00000352219 BCS1L
ENSP00000352447 C1orf116
ENSP00000352627 HIST1H2AM
ENSP00000353030 PTPRF
ENSP00000353646 PLEKHG4
ENSP00000354003 GYPA
ENSP00000354574 SLC9B2
ENSP00000354782 CD247
ENSP00000354966 SLC9A8
ENSP00000354982 MT-CO3
ENSP00000355583 MAP3K21
ENSP00000355924 SMYD2
ENSP00000356096 FAM72A
ENSP00000356130 DSTYK
ENSP00000356425 UCHL5
ENSP00000356520 DHX9
ENSP00000356591 SOAT1
ENSP00000356687 SLC9C2
ENSP00000357025 CD48
ENSP00000357711 S100A7
ENSP00000358309 EPHA7
ENSP00000358335 MAP3K7
ENSP00000358397 FAM72B
ENSP00000358698 WNT2B
ENSP00000359049 HENMT1
ENSP00000359073 VAV3
ENSP00000359380 SCD
ENSP00000359424 CHUK
ENSP00000359520 ENTPD7
ENSP00000359729 SLC9A6
ENSP00000360116 UBE2U
ENSP00000360244 C1orf87
ENSP00000360406 CACNA1B
ENSP00000360916 VAV2
ENSP00000361207 GHITM
ENSP00000361544 NUP62CL
ENSP00000361990 UBR2
ENSP00000362131 RPA4
ENSP00000362329 PPA1
ENSP00000362352 H2AFY2
ENSP00000362576 YARS
ENSP00000362824 OGT
ENSP00000362937 RCC1
ENSP00000362994 TRAF1
ENSP00000363019 UBE2D1
ENSP00000363021 RPA2
ENSP00000363216 OGDHL
ENSP00000363313 PRPF4
ENSP00000363533 MDH1B
ENSP00000363804 KLF4
ENSP00000363939 PPP3R2
ENSP00000363965 ALPL
ENSP00000364212 CDA
ENSP00000364361 MAP3K20
ENSP00000364475 FBP1
ENSP00000364486 FBP2
ENSP00000364550 KDM5C
ENSP00000364687 EHMT2
ENSP00000365686 SLC15A1
ENSP00000365877 SUV39H1
ENSP00000366679 HIST1H2AH
ENSP00000367064 CUBN
ENSP00000367125 GPR153
ENSP00000367570 PHF11
ENSP00000367747 PLCH2
ENSP00000368119 GALT
ENSP00000368253 NR0B1
ENSP00000368538 TNFRSF4
ENSP00000369099 ADPRM
ENSP00000369129 DSP
ENSP00000369473 N4BP2L1
ENSP00000369915 NAP1L4
ENSP00000370719 ITSN1
ENSP00000370781 CDC20B
ENSP00000372347 NSD2
ENSP00000373354 SETMAR
ENSP00000373702 PP2D1
ENSP00000373772 RNF20
ENSP00000374152 SMYD5
ENSP00000374353 HAGHL
ENSP00000375881 ALPP
ENSP00000375956 AFDN
ENSP00000376048 MAG
ENSP00000376204 ASH1L
ENSP00000376410 INF2
ENSP00000376417 ARMC2
ENSP00000376465 GALNT3
ENSP00000376568 MLF1
ENSP00000377655 SENP7
ENSP00000377665 GAPVD1
ENSP00000377854 LHX6
ENSP00000377878 ATP5G2
ENSP00000378191 AIMP1
ENSP00000378364 SLC11A2
ENSP00000378529 FZR1
ENSP00000378635 DRP2
ENSP00000378699 CDK1
ENSP00000378784 PHF20L1
ENSP00000378957 MFAP4
ENSP00000379065 TRPS1
ENSP00000379503 PDP1
ENSP00000380156 RPL32
ENSP00000380349 CAPN3
ENSP00000381726 PRAME
ENSP00000382021 LCMT1
ENSP00000382237 TMEM26
ENSP00000382269 HECTD1
ENSP00000382328 N4BP2L2
ENSP00000382688 KDM5A
ENSP00000382794 RNF212B
ENSP00000383682 FAM72D
ENSP00000384081 EFR3B
ENSP00000384197 PDZRN4
ENSP00000384582 ADGRV1
ENSP00000385143 UNC5D
ENSP00000385450 MAGI1
ENSP00000385806 KCNMA1
ENSP00000385834 TF
ENSP00000386306 SCN9A
ENSP00000386759 SETD2
ENSP00000387303 TDRD9
ENSP00000389414 TBXAS1
ENSP00000390600 SCN10A
ENSP00000392395 CHFR
ENSP00000393241 RPS18
ENSP00000393453 SMYD1
ENSP00000393596 BIRC6
ENSP00000395449 RECQL
ENSP00000395929 NSD1
ENSP00000396103 MYT1L
ENSP00000397050 PPM1N
ENSP00000398655 ITK
ENSP00000399982 TAF6
ENSP00000400088 CDK3
ENSP00000402297 LACTBL1
ENSP00000402515 SMG1
ENSP00000402527 SENP6
ENSP00000402861 PLCL1
ENSP00000404658 EZH1
ENSP00000405620 DHX30
ENSP00000406022 UNC5C
ENSP00000408617 HDAC9
ENSP00000408632 CDH13
ENSP00000408979 KIF5A
ENSP00000410926 LMLN
ENSP00000412957 BIRC8
ENSP00000413405 PIGZ
ENSP00000417078 DHX36
ENSP00000417085 SLC15A2
ENSP00000417659 PPM1L
ENSP00000417980 EHMT1
ENSP00000418661 PTRH1
ENSP00000419782 CDK5
ENSP00000420333 ARMC8
ENSP00000423563 H2AFY
